productId,price,salePrice
591080151,175,
591080145,175,
591080152,175,
591080162,175,
591080175,175,
591080163,175,
591080164,175,
591080165,175,
591080160,175,
591080135,210,
591080161,175,
591080139,120,
591080137,33,
591070012,36500,
603020010,3890,
603020080,590,
603020100,16990,
591084250,2500,
591080397,3500,
591080491,3500,
591080469,1500,
591095586,6990,
591098999,6200,
591098998,2650,
591084135,38000,
591080140,550,
591089027,250,
591070013,990,
591080220,1150,
591080222,1100,
591096690,12000,
Barrera Protección Acrílico,63990,
591096692,12000,
591096691,7900,
591096693,7900,
591096696,990,
591096695,890,
591096970,2200,
591096985,420,
591096982,70,
591096983,340,
591096981,450,
591098913,1700,
591098912,1700,
591098903,1350,
591098907,1350,
591098905,1350,
591097200,800,
591097208,800,
591097204,560,
591097206,680,
591097207,680,
591097217,680,
591097210,800,
591097209,420,
591097212,350,
591097211,350,
6030200520,34990,
601063118,2150,
603020021,1690,
591087304,6800,
Acrílico Para Mesa Rectangular,42500,
Para Mesa Triangular,44000,
Acrílico Para Mesa Cuadrada,68900,
Toallas Desinfectantes con 75% Alcohol,1290,
6030200411,5500,
6030200521,18990,
603020000,690,
6030200522,37900,
6030200416,14990,
Dispensador de Pedal (negro) + Alcohol Gel de 1 Litro,56900,
591097950,108000,
591097955,100000,
591097960,79400,
591080130,140,
591084142,12500,
591084136,12500,
591084138,14900,
6030200800,299,
601063102,1540,
601063101,1540,
601063104,1540,
601063106,1540,
601063100,1540,
601063105,1540,
591098173,18900,
591098174,16800,
591098175,14800,
601063023,1890,
601063020,1890,
601063024,1890,
601063021,1890,
601063022,1890,
601063013,1890,
601063010,1890,
601063014,1890,
601063011,1890,
601063012,1890,
591098201,23500,
591098202,21800,
591098203,18400,
591098204,16600,
591097840,14000,
591097845,12900,
591097850,10900,
601063098,3990,
601063095,3990,
601063099,3990,
601063096,3990,
601063097,3990,
591097795,16600,
591097800,15400,
591097805,14200,
601063093,4390,
601063090,4390,
601063094,4390,
601063091,4390,
601063092,4390,
601063049,1890,
601063046,1890,
601063050,1890,
601063047,1890,
601063048,1890,
591097100,16600,
591097105,15800,
591097110,13900,
591098200,26400,
601063043,2190,
601063040,2190,
601063044,2190,
601063041,2190,
601063042,2190,
591097810,12800,
591097815,11400,
591097820,10200,
601063254,2100,
601063251,2100,
601063253,2100,
601063256,2100,
601063252,2100,
601063250,2100,
601063255,2100,
591097749,13200,
591097750,12200,
591097755,10900,
591097760,9500,
601063153,1550,
601063150,1550,
601063154,1550,
601063151,1550,
601063152,1550,
591097625,18500,
591097630,17000,
591097635,16000,
591097636,15500,
601063138,3990,
601063135,3990,
601063139,3990,
601063136,3990,
601063137,3990,
601063078,1690,
601063075,1690,
601063079,1690,
601063076,1690,
601063077,1690,
591097621,18500,
591097622,17000,
591097623,16000,
591097624,15500,
601063085,2290,
601063082,2290,
601063086,2290,
601063083,2290,
601063084,2290,
601063058,1690,
601063055,1690,
601063059,1690,
601063056,1690,
601063057,1690,
591097130,11400,
591097135,10200,
591097140,8600,
601062902,850,
601062900,850,
601062904,850,
601062903,850,
601062905,850,
601062901,850,
591097114,12000,
591097115,9400,
591097120,8900,
591097125,8300,
601063004,1290,
601063000,1290,
601063001,1290,
601063002,1290,
601063003,1290,
601063033,1890,
601063030,1890,
601063034,1890,
601063031,1890,
601063032,1890,
591097975,12000,
591097976,10800,
591097977,9400,
601063212,390,
601063210,390,
601063215,390,
601063213,390,
601063211,390,
601063214,390,
591097025,15900,
591097030,14900,
591097035,13000,
591097010,16600,
591097015,14800,
591097020,13200,
591097021,12200,
601063123,2690,
601063120,2690,
601063124,2690,
601063121,2690,
601063122,2690,
601063133,4290,
601063130,4290,
601063134,4290,
601063131,4290,
601063132,4290,
591096999,17200,
591097000,15200,
591097005,14400,
591097006,12800,
601062850,1290,
601062853,1290,
601062851,1290,
601063143,1620,
601063140,1620,
601063144,1620,
601063141,1620,
601063142,1620,
591097190,22400,
591097191,20900,
591097192,19300,
591097640,24800,
591097645,23000,
591097650,21000,
591097652,24800,
591097653,23000,
591097654,21000,
591096992,24800,
591096993,22800,
591096994,20400,
591097855,18200,
591097860,17000,
591097865,15400,
591097145,14800,
591097147,11800,
591097175,12000,
591097176,10000,
591097177,8900,
591097070,12000,
591097075,10600,
591097080,9600,
591097085,12000,
591097090,10600,
591097095,9600,
591097160,14800,
591097161,11400,
591097162,8900,
591097163,7900,
591097825,14400,
591097830,12800,
591097835,11800,
591097054,13600,
591097055,12000,
591097060,10700,
591097065,9600,
591097705,6400,
591097710,6000,
591097715,5400,
591097180,12000,
591097181,10500,
591097182,9800,
601060220,279,
601060225,279,
601060222,279,
601060223,279,
601060224,279,
601060221,279,
591097185,12000,
591097186,10800,
591097187,9800,
601060211,158,
601060210,158,
601060213,158,
601060212,158,
591095373,8600,
591095353,8200,
591095354,7400,
591095355,6300,
591095359,7100,
591095360,6200,
591095361,5200,
601060201,155,
601060200,155,
601060203,155,
601060202,155,
601060152,168,
601060150,168,
601060154,168,
601060153,168,
601060151,168,
601060162,375,
601060160,375,
601060164,375,
601060163,375,
601060161,375,
601060132,98,
601060135,98,
601060142,98,
601060140,98,
601060144,98,
601060143,98,
601060141,98,
601060145,98,
601060100,100,
601060103,100,
601060101,100,
601060102,100,
601060122,136,
601060120,136,
601060124,136,
601060123,136,
601060121,136,
601060125,136,
591095344,7100,
591095345,6800,
591095346,6300,
601062541,450,
601062540,450,
601062560,589,
601062561,589,
601062571,1369,
601062572,1369,
601062573,1369,
601062570,1369,
601062551,750,
601062552,750,
601062550,750,
601062521,199,
601062523,199,
601062522,199,
601062520,199,
591097720,6400,
591097725,6000,
591097730,5400,
602059601,4990,
602059600,4990,
602049362,5390,
602049361,5390,
602049360,5390,
601055020,5500,
601055023,5500,
601055021,5500,
601055022,5500,
601055010,9900,
601055011,9900,
601055012,9900,
601055001,12500,
601055000,12500,
601055005,10900,
601055006,10900,
601055007,10900,
601054753,5200,
601054755,5200,
601054750,5200,
601054756,5200,
601054752,5200,
601054757,5200,
601054751,5200,
601054754,5200,
601054743,4400,
601054745,4400,
601054740,4400,
601054747,4400,
601054741,4400,
601054744,4400,
601054746,4400,
601054665,4690,
601054668,4690,
601054666,4690,
601054667,4690,
591086229,7500,
591086226,15800,
591086227,13600,
591086228,10900,
601054660,3490,
601054663,3490,
601054661,3490,
601054662,3490,
591087520,10900,
591087521,11900,
591087427,4000,
591087430,4800,
601061001,2290,
601061002,2290,
601061000,2290,
601061003,2290,
601061225,2300,
601061226,2300,
601060705,1450,
601060706,1450,
601060723,890,
601060720,890,
601060722,890,
601060721,890,
601060724,890,
601061235,1750,
601061236,1750,
601061011,950,
601061012,950,
601061010,950,
601061013,950,
601061131,990,
601061134,990,
601061132,990,
601061130,990,
601061133,990,
601061124,1290,
601061122,1290,
601061120,1290,
601061123,1290,
601061121,1290,
601061111,910,
601061114,910,
601061112,910,
601061110,910,
601061113,910,
601061101,520,
601061104,520,
601061102,520,
601061100,520,
601061103,520,
601061250,1100,
601061251,1690,
601061252,1990,
601061204,790,
601061205,850,
601061214,790,
601061215,850,
601061200,790,
601061201,850,
601061210,790,
601061211,850,
602090121,3950,
602090120,3950,
602057371,1250,
602057370,1250,
602053811,2390,
602053810,2390,
602053812,2390,
601050080,1150,
601050082,1150,
601050081,1150,
601050083,1150,
601050061,650,
601050062,650,
601050063,650,
601050060,650,
601050065,650,
601050054,395,
601050051,395,
601050052,395,
601050057,395,
601050056,395,
601050053,395,
601050050,395,
601050055,395,
591087390,3700,
591087391,3200,
591087392,2700,
591095323,7200,
591095320,9600,
591095321,8900,
591087550,9000,
591087551,10400,
591095316,9600,
591095317,8900,
591095318,6200,
591087535,6700,
591087536,7400,
591087537,8200,
591087530,13600,
591087531,14800,
591087532,16500,
591087525,13600,
591087526,14800,
591087527,16500,
591087515,9000,
591087516,7900,
591087545,12500,
591087546,12900,
591087547,14800,
591087104,8900,
591087105,10200,
591087106,13200,
591087412,7900,
591087411,9000,
591087410,10200,
591086900,13200,
591086901,14400,
591086902,15500,
591087480,10800,
591087481,9600,
591087482,8200,
591087403,11400,
591087404,10300,
591087405,9000,
591086915,10200,
591086916,12000,
591086917,14400,
591087400,14800,
591087401,13600,
591087402,12500,
591087301,12000,
591087302,10200,
591087303,8600,
591086912,5900,
591086913,7900,
591086914,8600,
591087000,13600,
591087005,14800,
591087200,9800,
591087201,11400,
591087251,10800,
591087406,10900,
591087407,9800,
591087475,14900,
591087476,12500,
591087477,11900,
591087040,10900,
591087041,12500,
591086259,16900,
591086260,16400,
591086261,14400,
591097765,28900,
591097770,26500,
591097775,24000,
591087065,10200,
591087070,11400,
591087075,13200,
591097776,28900,
591097777,26500,
591097778,24000,
591087020,10900,
591087025,13200,
591097974,10600,
591097971,14200,
591097972,13300,
591097973,11900,
591087050,9600,
591087055,10900,
591087060,13200,
591086918,9800,
591086919,10900,
591086920,12500,
591087010,10000,
591087015,12500,
591087030,11400,
591087035,13200,
591086921,9600,
591086922,12500,
591086923,14400,
591098100,15000,
591098101,13500,
591098102,12000,
591087421,8700,
591087420,9800,
591087428,8800,
591087429,9800,
591098103,15000,
591098104,13500,
591098105,12000,
591097655,14400,
591097660,13000,
591097665,11800,
591097670,9800,
591097780,30000,
591097785,28500,
591097790,26500,
591097791,30000,
591097792,28500,
591097793,26500,
591096103,10800,
591096104,11400,
591096105,13800,
591095875,6900,
591095876,5900,
591095877,5500,
591095800,8200,
591098176,27000,
591098177,24800,
591098178,21200,
591095805,9800,
591095803,8200,
591095804,9000,
591098170,15900,
591098171,13500,
591098172,12300,
591098020,40800,
591098021,33900,
591098022,29300,
591096082,6200,
591096083,7400,
591096076,2200,
591096077,2700,
591096078,3400,
591096079,3900,
591096080,4600,
591096081,4900,
591098025,40800,
591098026,33900,
591098027,29300,
591084520,14800,
591084521,15900,
591084515,12000,
591084516,13600,
591097594,490,
591097595,820,
591097592,490,
591097593,820,
591097590,490,
591097591,820,
591075000,480,
591075005,480,
591075010,480,
591099370,580,
591099371,580,
591099372,580,
591099579,580,
591099581,690,
591099578,580,
591099580,690,
591075105,480,
591075106,480,
591075107,480,
591076040,550,
591076045,550,
591076050,550,
591076055,550,
591076060,550,
591076065,550,
591099325,480,
591099326,480,
591099327,480,
591099359,480,
591099360,480,
591099361,480,
591075101,480,
591075102,480,
591075103,480,
591075090,990,
591075095,990,
591075100,990,
591075075,280,
591075080,280,
591075085,280,
591075045,380,
591075050,380,
591075055,380,
591099340,480,
591099341,480,
591099342,480,
591099350,480,
591099351,480,
591099352,480,
591099356,990,
591099357,990,
591099358,990,
591080066,380,
591080068,380,
591080067,380,
591076070,480,
591076075,480,
591076080,480,
591076020,480,
591076025,480,
591076030,480,
602056522,450,
602056521,450,
602056520,450,
601055373,780,
601055375,780,
601055374,780,
601055370,780,
601055372,780,
601055371,780,
601055360,480,
601055363,480,
601055361,480,
601055362,480,
601055350,490,
601055353,490,
601055351,490,
601055352,490,
601054360,890,
601054361,890,
601054351,890,
601054350,890,
601062111,1090,
601062113,1090,
601062114,1090,
601062112,1090,
601062110,1090,
591096100,4200,
591096101,5400,
591084500,6900,
591084501,8000,
591084505,6900,
591084506,8000,
591084510,6900,
591084511,8000,
591095810,29600,
591095815,31900,
591095859,3950,
591095860,4490,
591095861,5290,
591080121,345,
591080122,345,
591080123,345,
591080131,350,
591080132,350,
591080133,350,
591088002,1600,
591088003,1840,
591088001,1380,
591095730,1750,
591095731,1850,
591095727,4200,
591095725,3800,
591095726,4000,
591089025,420,
591089026,470,
591090000,1840,
591090001,2760,
591080143,410,
591080144,410,
591095580,1380,
591095583,1380,
591095581,2290,
591095584,2290,
591095582,2650,
591095585,2650,
591095578,7900,
591095579,7900,
591095424,8250,
591095421,8250,
591095422,8250,
591095423,8250,
591084056,54600,
591084057,48300,
591098127,47000,
591098128,44800,
591098129,37000,
591098130,47000,
591098131,44000,
591098132,37000,
591098116,37000,
591098117,34000,
591098118,30900,
591086268,33120,
591086269,28200,
591086270,24200,
591086371,59800,
591086373,47000,
591086375,66700,
591086378,60000,
591086379,54000,
591086262,89700,
591086263,80500,
591086264,70150,
591086266,56350,
591086267,48300,
591098140,47700,
591098145,42500,
591098150,36800,
591095560,42500,
591095561,36800,
591095562,33300,
591097610,86200,
591097615,77000,
591097620,67000,
591095378,95000,
591095379,85000,
591095380,71000,
591095364,101200,
591095365,89700,
591095366,79000,
591095286,94300,
591095287,82800,
591095288,71300,
591097675,98900,
591097680,90800,
591097685,82800,
591097690,106000,
591097695,98000,
591097700,91800,
591095575,42500,
591095576,36800,
591095577,33300,
591095623,28700,
591095624,25300,
591095625,23000,
591098030,49400,
591098031,44800,
591098032,39600,
591095620,28700,
591095621,25300,
591095622,23000,
591098035,49400,
591098036,44800,
591098037,39600,
591095563,42500,
591095564,36800,
591095565,33300,
591095566,42500,
591095567,36800,
591095568,33300,
591095369,48000,
591095370,44500,
591095371,39500,
591095374,35000,
10,8990,
12,6100,
591089031,7500,
591089032,7000,
591089033,6500,
591087485,4500,
591087484,5200,
591087483,5800,
591095300,29800,
591095301,22400,
591095302,17800,
591084063,6900,
591084064,7500,
591084075,6900,
591084076,7500,
591084125,11400,
591084127,17100,
591084069,19500,
591084068,16500,
591084143,15000,
591084144,9900,
591080142,320,
591080141,185,
34,420,
35,750,
591095699,920,
591095698,920,
591097215,750,
591097216,800,
591095480,7500,
591095481,7500,
591084096,1900,
591084097,2250,
591084098,2500,
591084099,2850,
591084095,1750,
591080342,120,
591080343,120,
591080344,120,
591080276,120,
591080341,120,
591080308,120,
591080327,120,
591080334,120,
591080294,120,
591080293,120,
591080333,120,
591080307,120,
591080386,120,
591080326,120,
591080337,120,
591080295,120,
591080336,120,
591080324,120,
591080279,120,
591080267,120,
591080391,120,
591080304,120,
591080319,120,
591080282,120,
591080320,120,
591080325,120,
591080323,120,
591080330,120,
591080332,120,
591080284,120,
591080277,120,
591080309,120,
591080314,120,
591080317,120,
591080269,120,
591080271,120,
591080273,120,
591080272,120,
591080274,120,
591080275,120,
591080339,120,
591080297,120,
591080338,120,
591080321,120,
591080288,120,
591080359,120,
591080301,120,
591080313,120,
591080384,120,
591080305,120,
591096102,6100,
591095174,3450,
591095175,3550,
591095176,3600,
591095171,3450,
591095172,3600,
591095173,3700,
591089028,7500,
591089029,7000,
591089030,6500,
591084133,14800,
591084134,20500,
591095110,3450,
591095115,3550,
591095120,3650,
591095890,2900,
591095891,2600,
591095887,3990,
591095888,3700,
591095889,3400,
591095896,3200,
591095897,2800,
591095898,2500,
591095721,6500,
591095722,5800,
591095723,5200,
591095880,3800,
591095881,3400,
591095882,2900,
591095884,2700,
591095893,3600,
591095894,3800,
591095895,3500,
591095609,30000,
591095610,27000,
591095611,24000,
591095596,37000,
591095597,33000,
591095598,31000,
591095168,3450,
591095169,3550,
591095170,3650,
591095001,3450,
591095002,3500,
591095003,3600,
591080460,5500,
591080465,6600,
591087431,5600,
591080366,200,
591080351,200,
591080264,200,
591080350,200,
591080372,200,
591080373,200,
591080257,200,
591080363,200,
591080374,200,
591080349,200,
591080361,200,
591080263,200,
591080353,200,
591080371,200,
591080358,200,
591080354,200,
591080262,200,
591080347,200,
591080376,200,
591080377,200,
591080362,200,
591080355,200,
591080360,200,
591080346,200,
591097603,350,
591097608,350,
591097602,350,
591097606,350,
591097607,350,
591097604,350,
591080367,200,
591080368,200,
591080345,200,
591080348,200,
591080256,200,
591080261,200,
591080357,200,
591095841,8200,
591095842,9000,
591095902,8000,
591095904,9500,
591095801,9000,
591095802,9800,
591096986,79300,
591096987,71300,
591096988,65500,
591095289,89700,
591095290,78200,
591095291,68000,
601054742,4400,
6030200810,200,
601054599,2240,
601063103,1540,
601063107,1540,
601061105,520,
6030200834,790,
6030200831,790,
6030200833,790,
6030200830,790,
6030200832,790,
601063073,2290,
601063068,1240,
601063063,1240,
601063062,1240,
601063065,1240,
601063069,1240,
601063066,1240,
601063064,1240,
601063070,1240,
601063067,1240,
591085042,2300,
591085040,2800,
591080524,1300,
591080525,1700,
591085041,2300,
591085038,2800,
591080528,1300,
591080529,1700,
591080530,1900,
591080531,2300,
591085050,2300,
591085051,2800,
591085043,2300,
591085044,2800,
591083388,1300,
591083389,1700,
591083390,1900,
591083391,2300,
591080521,1700,
591080522,1900,
591080523,2300,
601063054,1690,
601060725,245,
601060734,245,
601060727,245,
601060726,245,
6030200835,790,
591087250,9800,
601061206,920,
601061207,950,
601061216,920,
601061217,950,
601061202,920,
601061203,950,
601061212,920,
601061213,950,
591095303,45800,
591095304,37400,
591095305,33200,
591080466,590,
591080470,780,
591080467,830,
591080472,240,
591080480,290,
591080473,330,
591080474,410,
591080476,450,
591080477,510,
591080510,240,
591080511,330,
591080512,410,
591080485,450,
591095750,650,
591095751,750,
591095752,850,
601063310,3800,
601063400,5400,
601063500,740,
601063510,490,
601063420,2690,
601063410,4050,
601063550,9900,
601054530,8900,
601054531,3600,
601054532,3100,
601063520,340,
601063521,440,
591095843,9800,
591089122,1100,
591089123,1100,
591089121,1100,
591089131,1550,
591089132,1550,
591089130,1550,
601061021,1550,
601061022,1550,
601061020,1550,
601061023,1550,
591074002,480,
591074001,480,
591074000,480,
591074152,990,
591074151,990,
591074150,990,
591074157,850,
591074156,850,
591074155,850,
591074162,850,
591074161,850,
591074160,850,
591088625,9000,
591088626,8200,
591088627,7400,
591088655,6700,
591088656,5800,
591088657,5000,
591088615,9000,
591088616,8200,
591088617,7300,
591088618,6700,
591088645,7000,
591088646,6200,
591088647,5400,
591088650,6300,
591088652,5600,
591088630,8700,
591088631,7900,
591088632,6900,
591088635,7800,
591088636,6700,
591088637,5600,
591088660,6600,
591088661,5700,
591088662,4700,
591088663,4100,
591088640,7400,
591088641,6500,
591088642,5200,
591088620,8600,
591088621,7500,
591088622,6700,
591088600,8600,
591088601,7400,
591088610,9600,
591088611,8700,
591088612,7200,
591088695,8500,
591088696,7500,
591088697,6500,
591095953,640,
591088613,5700,
591084301,3200,
591084302,3200,
591084307,1990,
591084315,2500,
591084319,5600,
591084065,8500,
591084077,8500,
591095340,8600,
591095341,8200,
591095342,7400,
591095343,6300,
591077000,550,
591077001,550,
591077002,550,
591095900,7200,
601060186,1850,
601060185,990,
601060189,2850,
601060188,2100,
601060181,3190,
601060182,3190,
601062580,445,
601062582,445,
601062581,445,
601062600,840,
601062601,820,
601062602,1090,
601055327,2990,
601062102,6200,
601063350,7100,
591080126,550,
591080127,575,
591080128,590,
601063351,6850,
601063352,9900,
601063353,3890,
601063354,9900,
601063355,4900,
601062803,7490,
601062868,4590,
601062867,4590,
601062866,4590,
601062865,4590,
601062869,4590,
601062871,1900,
601062874,1900,
601062873,1900,
601062872,1900,
601062875,1900,
601063360,10700,
601063362,5890,
601063370,9890,
601062610,1190,
601062880,3800,
601062883,3800,
601062882,3800,
601062881,3800,
601062887,3800,
601062890,3800,
601062889,3800,
601062888,3800,
601062892,2600,
601062894,2600,
601062893,2600,
601060750,1590,
601060004,409,
601060003,419,
601060006,840,
601060007,840,
601062895,1950,
601062898,1950,
601062897,1950,
601062896,1950,
601062899,1950,
601062856,2290,
601062857,2290,
601062855,2290,
601062858,2290,
601062590,310,
601062593,310,
601062592,310,
601062591,310,
601060002,2190,
601060016,5600,
591080040,580,
591080045,580,
591080050,580,
591095615,55000,
591095616,47000,
591095617,42000,
591096070,180,
591095106,3550,
591095490,4800,
591095491,4800,
591087522,12900,
591087415,12000,
591087416,14500,
701020500,780,
701020501,920,
591077003,580,
591077004,580,
591077005,580,
601052070,8200,
601052080,12500,
601052110,8900,
601052100,7900,
601052050,2190,
601052052,2190,
601052051,2190,
601052121,8290,
601052120,8290,
601052091,3990,
601052090,3990,
591095761,10800,
591095762,11500,
601052151,2950,
601052152,2950,
601052150,2950,
601052161,1050,
601052162,1050,
601052164,1050,
601052160,1050,
601052163,1050,
601052165,1050,
601050064,650,
601050067,650,
601050066,650,
591095508,8900,
701020000,13500,
591087600,13500,
591087601,14500,
591087602,15500,
591087630,14500,
591087631,16500,
591087610,14500,
591087611,16500,
591087620,14500,
591087621,16500,
591095425,8250,
601056365,1900,
701023000,420,
701023001,490,
701023002,590,
701023003,650,
701023004,720,
701023005,780,
701023016,490,
701023017,580,
701023020,650,
701023021,720,
701023022,890,
701023030,650,
701023031,720,
701021012,4440,
701021010,4440,
701021011,4440,
701021013,4440,
701021001,2950,
701021000,2950,
701021002,2950,
701022001,1050,
701022000,1050,
701022002,1050,
701022003,1050,
701020002,1650,
701020001,1650,
701020003,1650,
701020036,4090,
701020035,4090,
701020041,4950,
701020040,4950,
701020046,6540,
701020045,6540,
701020011,1830,
701020010,1830,
701020012,1830,
701020016,1950,
701020015,1950,
701020017,1950,
701020021,2940,
701020020,2940,
701020022,2940,
701020026,3510,
701020025,3510,
701020027,3510,
701020029,4990,
701020028,4990,
701020030,4990,
701020061,3360,
701020060,3360,
701020066,4110,
701020065,4110,
701020051,2880,
701020050,2880,
701020052,2880,
701020054,3510,
701020053,3510,
701020055,3510,
701020201,2990,
701020200,2990,
701020202,2990,
601052141,990,
601052142,990,
601052144,990,
601052140,990,
601052143,990,
601052145,990,
591077105,23000,
591077100,11500,
591077101,10900,
591077102,9900,
591079558,225000,
591084070,12500,
591084071,9900,
591084072,10500,
591083800,10500,
591083801,9500,
591083802,7000,
591083825,5500,
591083826,5200,
591083827,4100,
591083828,3600,
591083830,7500,
591083831,6500,
591083832,5500,
591083840,7800,
591083841,7200,
591083842,6400,
591083850,7800,
591083851,7000,
591083852,6200,
591083805,7900,
591083806,6800,
591083807,6200,
601040000,180,
601040010,180,
601040002,308,
601040012,308,
601040003,518,
601040013,518,
601040001,237,
601040011,237,
601040100,594,
601040101,647,
601040102,742,
601040103,950,
601060191,2990,
601060193,2350,
601060194,3150,
601063119,1900,
601063501,2300,
601063115,2350,
601055376,1450,
601062103,10500,
602382201,340,
602382200,340,
602382203,340,
602382202,340,
591084059,17900,
601040030,263,
601040040,263,
601040031,527,
601040041,527,
601040032,731,
601040042,731,
601063111,2690,
601063108,2290,
601063112,2290,
601063109,2690,
601063110,2690,
601054362,1200,
601054365,1200,
601054364,1200,
601054363,1200,
591095485,8900,
591095486,8900,
601054369,1990,
591080124,620,
591080125,620,
591084254,3600,
601055365,560,
601055368,560,
601055367,560,
601055366,560,
591077030,790,
591077031,790,
591077032,790,
591077040,4900,
591077041,4900,
591077042,4900,
591086210,6300,
591086211,5900,
591086212,5600,
591086232,6300,
591086233,5900,
591086234,5600,
591086235,5400,
591095358,7800,
591098267,13500,
591098268,11400,
591098269,9500,
591098270,8400,
591098273,14500,
591098274,12200,
591098275,9900,
591098276,8600,
591098280,6500,
591098281,6300,
591098282,6100,
591098283,5400,
591098285,6500,
591098286,6300,
591098287,6100,
591098288,5400,
591098290,9900,
591098291,8700,
591098292,7500,
591098295,9900,
591098296,8700,
591098297,7500,
591079501,280000,
591095162,3600,
591095161,3600,
591096120,6990,
591096121,6990,
591080468,2190,
601063600,800,
601061999,8590,
601060190,2200,
601063205,5340,
601063290,3990,
601063291,5800,
602035841,790,
602035840,790,
602035842,790,
602382211,380,
602382210,380,
602382213,380,
602382212,380,
601063380,49900,
601063390,19900,
601063381,24900,
601063382,39900,
601063385,21800,
601063386,34800,
601062886,2600,
591098320,31000,
591084010,1450,
591096114,9900,
591096115,12800,
591096116,14500,
591098218,49800,
591098219,44800,
591098220,40900,
591098221,33500,
591098245,19900,
591098246,17500,
591098247,15500,
591098248,13800,
591098260,14800,
591098261,13500,
591098262,11200,
591098263,9200,
591098251,26500,
591098252,21500,
591098253,19900,
591098254,16800,
591098250,31500,
591098230,29900,
591098231,25800,
591098232,22500,
591098233,19500,
591098300,46800,
591098301,41500,
591098302,35500,
